x,y
1.6883200121211912,0.1694837893257346
1.6645282313864405,0.1673525901703017
1.6547373161713481,0.16999050964021983
1.6979684315250785,0.17292844661430834
1.7120362843519237,0.16703075450607793
1.7086908034003934,0.16703080960959552
1.649292472319157,0.17311701533533128
1.6670735867727975,0.1703924177357715
1.6885608755096444,0.1662409388248584
1.7101758477958156,0.1696376634022948
1.6613715453193159,0.1662612671040029
1.6712186731799448,0.16625350705812755
1.640330963193255,0.168628757173061
1.637315863992728,0.16139504554068218
1.70470672182619,0.1620272525250831
1.7229477607633488,0.16592942700689986
1.6750314725646052,0.16441725267326773
1.711114808026345,0.16887136991055032
1.6895798440357381,0.16476902001894395
1.6558042480181308,0.163076489657389
1.689571778213425,0.17273585657541254
1.7290468431281543,0.16705887075698514
1.6762454104197313,0.16804329835385112
1.729939482951224,0.16303472182182313
1.5895576473645714,0.16598952149425947
1.7050212996304375,0.16818894436136544
1.6803676737522046,0.163953533455838
1.6674159546257874,0.16907761887649458
1.6805258137007535,0.16580070773980016
1.6107664926671437,0.1668376298450054
1.6700775758349842,0.16579712343688183
1.6894280869340452,0.17403351365107866
1.7270291248708567,0.1677713500292685
1.6600599163547263,0.16426662108947135
1.650323227485502,0.17057738586277763
1.6606139159726476,0.16371909335059942
1.7081581131768364,0.1685176669918608
1.6884765897613006,0.16123934565706044
1.6596744394435268,0.16335881651218165
1.694666918066915,0.1684773830775255
1.6807041858285954,0.17029519098010398
1.7099443554809737,0.1683918202318512
1.6538941944519567,0.167428497061019
1.6664546163969154,0.16680604693317422
1.6642925207569934,0.1628542390271039
1.6283479512697245,0.16540061432147168
1.687381859696944,0.16627059409118874
1.6862054657161227,0.17136470544887422
1.677618887381716,0.168969948623392
1.6695771850570378,0.16189930131394312
